invoice,day,time,empl_id,empl_full_name,empl_date_of_birth,empl_phone,empl_gender,empl_email,role,pharmacy_id,pharmacy,address_id,city,state,postal code,street_num,street,build_num,pharmacy_phone,pharmacy_email,registration_date,floor_space,payment_type,promotion_channel_id,promotion_channel,promotion_subcategory_id,promotion_subcategory,promotion_id,promotion,discount%,prod_id,prod_name,prod_descr,class_id,class_name,class_descr,subclass,subclass_descr,brand_id,brand_name,supplier_id,supplier,supplier_phone,supplier_email,unit_cost,unit_price,quantity,final_sales_amount
20220101-100931-93,2022-01-01,10:09:31,93,Michael Smith,03/05/1996,(345) 678-9012,male,michokfsmith@gmail.com,seller,31,MetroMed ,868,hampton,virginia,23666,1505,wildwood drv,68,(345) 688-9012,metromed @gmail.com,2015-12-23,57.4,cash,0,,13,NONE DISCOUNT,4366,NONE DISCOUNT,0,57,LEVOCETIRIZINE TABLET 200 MG 20 PCS,"Levocetirizine tablet, 200 mg, 20 pcs - effective antihistamine for relieving allergy symptoms, including runny nose, sneezing, and itchy/watery eyes.",4,Antihistamine,Relieves allergy symptoms by blocking histamine receptors.,Antihistamine,Allergy medication that reduces histamine activity to relieve symptoms like sneezing and itching.,53,Amgen,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,64.32,81.04,1,81.04
20220101-101029-6,2022-01-01,10:10:29,6,Olivia Martinez,06/14/1994,(678) 901-2345,female,1735martinez@gmail.com,seller,2,WellCare ,59,ocala,fl,34473,1735,sw 155th plac rd,76,574920-9333,wellcare @gmail.com,2015-03-11,45.51,cash,0,,13,NONE DISCOUNT,4366,NONE DISCOUNT,0,397,PITAVASTATIN TABLET 10 MG 30 PCS,"Pitavastatin tablet 10 mg, 30 pcs - a medication used to lower cholesterol levels and reduce the risk of cardiovascular diseases.",22,Antihyperlipidemic medication,Lowers cholesterol and triglyceride levels in the blood.,Statins,Cholesterol-lowering medications for heart disease prevention and management.,45,Eli Lilly,5683,CareRx, 222-888-9799,oficial@carerx.com,13.08,15.96,1,15.96
20220101-101040-84,2022-01-01,10:10:40,84,Sophia Wilson,06/19/1993,(456) 789-0123,female,9950sophiafwilson@gmail.com,seller,29,PrimeCare ,765,santee,california,92071,9950,medina drive,17,(123) 456-7890,primecare @gmail.com,2016-10-04,34.62,card,0,,13,NONE DISCOUNT,4349,NONE DISCOUNT,0,448,NITAZOXANIDE TABLET 250 MG 10 PCS,Nitazoxanide tablet 250 mg is a pack of 10 tablets used to treat parasitic infections caused by protozoa and helminth in the body.,24,Antidiarrheal,"Stops diarrhea effectively, providing relief and restoring normal bowel movements.",Antidiarrheal,Relieves diarrhea and promotes normal bowel movements.,55,Astellas Pharma,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,65.47,84.46,3,253.38
20220101-101209-41,2022-01-01,10:12:09,41,Christopher Davis,12/15/1994,(123) 456-7890,female,54rchristo@gmail.com,seller,15,DailyDose ,370,chicago,il,60632,5407,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,cash,0,,13,NONE DISCOUNT,4390,NONE DISCOUNT,0,220,VISTARIL TABLET 200 MG 50 PCS,"Vistaril tablets are 200 mg in strength, and the pack includes 50 tablets. Vistaril is used to relieve anxiety and tension.",12,Antianxiety medication,Relieves anxiety and promotes relaxation for a calmer state of mind.,Antihistamine,Allergy relief medication blocks histamine to reduce symptoms.,34,OmniHealth Sciences,5685,QualityMeds, 321907-6900,oficial@qualitymeds.com,57.06,70.18,3,210.54
20220101-101209-41,2022-01-01,10:12:09,41,Christopher Davis,12/15/1994,(123) 456-7890,female,54rchristo@gmail.com,seller,15,DailyDose ,370,chicago,il,60632,5407,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,cash,0,,13,NONE DISCOUNT,4390,NONE DISCOUNT,0,418,SALMETEROL INHALER 1 PCS,Salmeterol inhaler (1 pcs) is a medication device used for the management of asthma and chronic obstructive pulmonary disease (COPD) symptoms.,23,Antiasthmatic,Asthma medication that helps prevent or manage asthma attacks.,Bronchodilator,Medication that relaxes and opens airways in the lungs.,41,Merck,5679,MedSource, 126-987-6543,help@medsource.com,19.86,23.43,2,46.86
20220101-101209-41,2022-01-01,10:12:09,41,Christopher Davis,12/15/1994,(123) 456-7890,female,54rchristo@gmail.com,seller,15,DailyDose ,370,chicago,il,60632,5407,south mozart stre,25,857380-9875,dailydose @gmail.com,2020-07-25,38.36,cash,0,,13,NONE DISCOUNT,4390,NONE DISCOUNT,0,896,BUDESONIDE TABLET 15 MG 10 PCS,"Budesonide tablet 15 mg 10 pcs is a medication used to treat various respiratory conditions, such as asthma and allergies, by reducing inflammation in the airways.",49,Respiratory system drug,Lung-relieving medication.,Corticosteroid,Powerful anti-inflammatory medication commonly used to treat a variety of conditions.,26,ApexCure Innovations,5690,MedWorks, 777-888-0678,oficial@medworks.com,10.97,12.62,2,25.24
20220101-101445-88,2022-01-01,10:14:45,88,Mia Taylor,08/11/1997,(890) 123-4567,female,6621miylor@gmail.com,seller,30,HappyHeal ,835,rancho santa fe,california,92067,6621,lago lindo,80,(234) 587-8901,happyheal @gmail.com,2019-10-30,53.79,card,0,,13,NONE DISCOUNT,4445,NONE DISCOUNT,0,662,ROZEREM TABLET 80 MG 50 PCS,"Rozerem tablet, 80 mg, 50 pcs, is a medication used to treat insomnia. It helps regulate sleep-wake cycles and promotes a restful night's sleep.",36,Sleeping aid,Helps you sleep peacefully and wake up refreshed.,Agonist,Agonist is a groundbreaking fragrance brand known for its unique and daring scents.,23,BioPulse Pharmaceuticals,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,53.27,60.73,3,182.19
20220101-101555-27,2022-01-01,10:15:55,27,Daniel Anderson,01/03/1990,(789) 012-3456,male,10916danielon@gmail.com,seller,11,CureAll ,241,chicago,il,60617,10916,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,5,RADIO,7,PAIN MANAGEMENT SOLUTIONS,4232,POWERHOUSE PAIN MANAGEMENT DISCOUNTS,8,953,CABERGOLINE TABLET 325 MG 40 PCS,"Cabergoline tablet 325 mg, 40 pcs: A medication used for treating conditions like high prolactin levels, restless leg syndrome, and Parkinson's disease.",52,Anti-Parkinson's drug,Tremor-tackling medication to combat the symptoms of Parkinson's disease.,Agonist,Agonist: Captivating fragrances that ignite passion and evoke pure sensory pleasure.,18,OptimaCare Pharmaceuticals,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,21.14,23.89,2,47.78
20220101-101602-68,2022-01-01,10:16:02,68,Harper Taylor,08/13/1997,(890) 123-4567,male,15531harperharperepokftaylor@gmail.com,seller,23,UrbanCure ,631,la puente,ca,91744,15531,briarbank st,48,(567) 880-1234,urbancure @gmail.com,2021-02-22,50.38,card,0,,13,NONE DISCOUNT,4324,NONE DISCOUNT,0,245,APREPITANT CAPSULE 200 MG 50 PCS,"Aprepitant capsules, 200 mg, 50 pcs, effectively manage chemotherapy-induced nausea and vomiting.",14,Antiemetic,Nausea and vomiting relief medication.,Antagonists,Nausea and vomiting relief medication.,43,AstraZeneca,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,37.71,47.14,3,141.42
20220101-101745-39,2022-01-01,10:17:45,39,Alexander Hernandez,10/22/1993,(901) 234-5678,male,fhernandz@gmail.com,administrator,14,EliteHealth ,359,chicago,il,60628,454.0,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4472,NONE DISCOUNT,0,347,GLYCOPYRROLATE TABLET 15 MG 60 PCS,Glycopyrrolate tablet 15 mg 60 pcs is a medication used to treat excessive sweating and certain health conditions.,19,Antispasmodic,Relieves muscle spasms and cramps,Anticholinergic,"Blocks the action of the neurotransmitter acetylcholine, reducing cholinergic activity in the body.",45,Eli Lilly,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,33.04,38.0,3,114.0
20220101-101745-39,2022-01-01,10:17:45,39,Alexander Hernandez,10/22/1993,(901) 234-5678,male,fhernandz@gmail.com,administrator,14,EliteHealth ,359,chicago,il,60628,454,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4472,NONE DISCOUNT,0,1106,VITAMIN J (CHOLINE) TABLET 200 MG 40 PCS,Vitamin J (Choline) tablet 200 mg 40 pcs: A dietary supplement to support brain health and liver function. Improve memory and concentration.,60,Vitamin,Essential nutrient for overall health and well-being.,Vitamins,Essential nutrients for overall health and wellbeing.,32,NeoCure Pharmaceuticals,5688,ReliableMeds, 123-456-7899,oficial@reliablemeds.com,60.24,69.28,3,207.84
20220101-101810-69,2022-01-01,10:18:10,69,Alexander Hernandez,03/17/1992,(901) 234-5678,male,100ale@gmail.com,seller,24,MedicaPlus ,669,lincoln,ca,95648,100.0,murrelet ct,54,(678) 901-2345,medicaplus @gmail.com,2016-02-05,32.74,card,0,,13,NONE DISCOUNT,4294,NONE DISCOUNT,0,669,KLONOPIN TABLET 200 MG 40 PCS,"Klonopin tablet 200 mg (40 pcs) is a medication used to treat anxiety and seizures, providing relief and calming effects.",36,Sleeping aid,Helps you sleep peacefully and wake up refreshed.,Benzodiazepine,Sedative and anxiolytic medication commonly used for treating anxiety disorders and insomnia.,53,Amgen,5690,MedWorks, 777-888-0678,oficial@medworks.com,46.84,60.89,2,121.78
20220101-101841-17,2022-01-01,10:18:41,17,Henry Anderson,09/28/1992,(789) 012-3456,male,10442henryderson@gmail.com,seller,7,Sunshine ,193,orland park,il,60467,10442.0,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,0,,13,NONE DISCOUNT,4398,NONE DISCOUNT,0,720,SALICYLIC ACID TABLET 10 MG 30 PCS,"Salicylic acid tablet: 10mg strength, 30 pcs; highly effective treatment for acne, removes dead skin cells, and reduces inflammation.",39,Dermatological agent,"Skin treatment for various conditions & disorders, including acne, eczema, psoriasis, & dermatitis.",Keratolytic,"Exfoliates and softens the skin, removing dead cells and improving texture.",1,MediGen Pharmaceuticals,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,20.41,23.47,1,23.47
20220101-101949-112,2022-01-01,10:19:49,112,Emma Johnson,08/22/1991,(234) 567-8901,female,maemnson@gmail.com,administrator,36,FamilyCure ,980,newport news,virginia,23602,249.0,sherbrooke dve,84,(890) 123-4567,familycure @gmail.com,2017-11-22,56.37,cash,0,,13,NONE DISCOUNT,4369,NONE DISCOUNT,0,621,DEXLANSOPRAZOLE/NAPROXEN TABLET 10 MG 50 PCS,"Dexlansoprazole/naproxen tablet 10 mg: A pack of 50 tablets for effective relief from acid reflux and pain, providing lasting comfort.",33,Proton pump inhibitor,Anti-acid medication that reduces stomach acid production.,Inhibitor,Inhibitor: Limits or prevents a specific activity or process.,27,CureTech Laboratories,5685,QualityMeds, 321907-6900,oficial@qualitymeds.com,15.65,19.56,2,39.12
20220101-101949-112,2022-01-01,10:19:49,112,Emma Johnson,08/22/1991,(234) 567-8901,female,maemnson@gmail.com,administrator,36,FamilyCure ,980,newport news,virginia,23602,249.0,sherbrooke dve,84,(890) 123-4567,familycure @gmail.com,2017-11-22,56.37,cash,0,,13,NONE DISCOUNT,4369,NONE DISCOUNT,0,1061,FENOFIBRATE TABLET 10 MG 20 PCS,"Fenofibrate tablet is a medication available in a pack of 20 tablets, each containing 10 mg of the active ingredient, used for treating high cholesterol and triglyceride levels.",59,Contrast agent,Dye injected into the body for clearer medical imaging,Disodium,"Chemical compound used as a food additive, preservative, and buffering agent.",29,VitalWave Pharmaceuticals,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,36.12,46.96,1,46.96
20220101-102024-18,2022-01-01,10:20:24,18,Harper Taylor,04/11/1995,(890) 123-4567,male,10442harp@gmail.com,seller,7,Sunshine ,193,orland park,il,60467,10442.0,lynn dv,83,"846378-9766, (890) 128-4567",sunshine @gmail.com,2020-04-21,51.39,card,1,INTERNET,1,OVER-THE-COUNTER MEDICINES,4202,QUICKRELIEF,8,122,ACENOCOUMAROL TABLET 250 MG 20 PCS,Acenocoumarol tablet 250 mg 20 pcs is an anticoagulant medication used to prevent blood clotting in patients with certain heart or blood vessel conditions.,7,Anticoagulant,Blood thinning medication to prevent blood clots.,Anticoagulant,Prevents blood clotting and reduces risk of heart attack and stroke by thinning the blood.,25,LifeSpring Pharma,5684,MediSupply, 777-333-1111,,29.69,35.63,3,106.89
20220101-102305-1,2022-01-01,10:23:05,1,Jacob Thompson,01/10/1995,(123) 456-7890,male,5620jaco@gmail.com,seller,1,HealthLink ,31,jacksonville,fl,32244,5620,collins rd,68,833375-9858,healthlink @gmail.com,2015-01-14,59.11,cash,0,,13,NONE DISCOUNT,4274,NONE DISCOUNT,0,783,TACRINE TABLET 15 MG 60 PCS,"Tacrine tablet, 15 mg, 60 pcs. A medication used for the treatment of Alzheimer's disease, aiding in cognitive function and memory improvement.",43,Anti-Alzheimer's drug,"Prevents Alzheimer's progression, improving memory and cognitive function.",Inhibitor,Inhibitor - blocks or suppresses a specific biological process or enzyme activity.,27,CureTech Laboratories,5684,MediSupply, 777-333-1111,,36.78,42.66,2,85.32
20220101-102305-1,2022-01-01,10:23:05,1,Jacob Thompson,01/10/1995,(123) 456-7890,male,5620jaco@gmail.com,seller,1,HealthLink ,31,jacksonville,fl,32244,5620,collins rd,68,833375-9858,healthlink @gmail.com,2015-01-14,59.11,cash,0,,13,NONE DISCOUNT,4274,NONE DISCOUNT,0,873,DORZOLAMIDE SOLUTION 200 ML,Dorzolamide solution is a 200 ml liquid medication used to treat high intraocular pressure in patients with open-angle glaucoma or ocular hypertension.,48,Ophthalmic drug,Vision-enhancing medication.,Fluoroquinolone,Broad-spectrum antibiotics used to treat various bacterial infections.,33,AlphaGen Laboratories,5690,MedWorks, 777-888-0678,oficial@medworks.com,39.35,44.07,2,88.14
20220101-102414-51,2022-01-01,10:24:14,51,Andrew Davis,05/11/1993,(123) 456-7890,male,11andrewandrewepokfdavis@gmail.com,administrator,18,CentralCure ,458,ridge,n.y,11961,11.0,canarsie tr,17,957397-0586,centralcure @gmail.com,2015-12-22,39.56,cash,0,,13,NONE DISCOUNT,4395,NONE DISCOUNT,0,1065,BARIUM SULFATE SUSPENSION 100 ML,"A 100 ml suspension of barium sulfate, a white crystalline solid, commonly used as a contrast agent in medical imaging procedures such as X-rays and CT scans.",59,Contrast agent,Dye injected into the body for clearer medical imaging,Agent,Dye injected into the body for clearer medical imaging,12,FutureMed Sciences,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,54.57,60.03,3,180.09
20220101-102502-20,2022-01-01,10:25:02,20,Evelyn Brown,05/06/1991,(012) 345-6789,female,4517evwn@gmail.com,seller,8,Harmony ,211,brookfield,il,60513,4517.0,park avenue,85,857483-0866,harmony @gmail.com,2020-10-10,38.71,card,0,,13,NONE DISCOUNT,4388,NONE DISCOUNT,0,916,TOLTERODINE CAPSULE 250 MG 60 PCS,"Tolterodine capsule – 250mg strength, 60 pieces. Used for treating urinary incontinence and overactive bladder.",50,Urinary system drug,Diuretic drug that increases urine production for treating hypertension and edema.,Antibacterial,Kills germs and inhibits bacterial growth effectively.,24,MedicoGenix Corporation,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,50.86,63.58,3,190.74
20220101-102623-27,2022-01-01,10:26:23,27,Daniel Anderson,01/03/1990,(789) 012-3456,male,10916danielon@gmail.com,seller,11,CureAll ,241,chicago,il,60617,10916,sth buffalo avenue,86,755590-9888,cureall @gmail.com,2016-05-17,27.5,card,0,,13,NONE DISCOUNT,4419,NONE DISCOUNT,0,58,AZELASTINE TABLET 325 MG 100 PCS,"Azelastine tablet 325 mg 100 pcs helps in relieving symptoms of allergies like runny nose, sneezing, and watery eyes.",4,Antihistamine,Relieves allergy symptoms by blocking histamine receptors.,Antihistamine,Allergy medication that reduces histamine activity to relieve symptoms like sneezing and itching.,35,FutureCure PharmaTech,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,11.28,13.76,1,13.76
20220101-102812-80,2022-01-01,10:28:12,80,Olivia Brown,05/03/1991,(012) 345-6789,female,olwn@gmail.com,administrator,27,StarCure ,703,pleasanton,california,94588,,stoneridge ml roa,67,(901) 234-5678,starcure @gmail.com,2017-09-22,54.46,cash,0,,13,NONE DISCOUNT,4358,NONE DISCOUNT,0,791,BACOPA MONNIERI TABLET 20 MG 20 PCS,"Bacopa monnieri tablet (20 mg) supplies 20 tablets in each bottle, providing a natural and effective way to enhance cognitive function and memory.",43,Anti-Alzheimer's drug,"Prevents Alzheimer's progression, improving memory and cognitive function.",Nootropic,Brain-boosting supplement for optimal cognitive performance.,5,MedicoSynth Corporation,5681,HealthPro, 987-654-3210,oficial@healthpro.com,62.13,80.15,1,80.15
20220101-102812-80,2022-01-01,10:28:12,80,Olivia Brown,05/03/1991,(012) 345-6789,female,olwn@gmail.com,administrator,27,StarCure ,703,pleasanton,california,94588,,stoneridge ml roa,67,(901) 234-5678,starcure @gmail.com,2017-09-22,54.46,cash,0,,13,NONE DISCOUNT,4358,NONE DISCOUNT,0,900,LEVALBUTEROL INHALER 2 PCS,"Levalbuterol inhaler, consisting of 2 pieces, is a medication used for treating asthma and other respiratory conditions.",49,Respiratory system drug,Lung-relieving medication.,Bronchodilator,Breath-easing medication that widens airways to relieve respiratory difficulties.,38,GlaxoSmithKline,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,41.19,51.08,1,51.08
20220101-103036-119,2022-01-01,10:30:36,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4440,NONE DISCOUNT,0,30,METRONIDAZOLE TABLET 5 MG 100 PCS,"Metronidazole tablet 5mg (100 pcs) is a medication used to treat various bacterial infections, including skin and gastrointestinal infections.",2,Antibiotic,Kills bacteria to treat infections.,Antibiotic,Medications that kill or inhibit the growth of bacteria in the body.,21,VitaCore Pharmaceuticals,5684,MediSupply, 777-333-1111,medi_supply@medi.com,53.0,65.19,3,195.57
20220101-103036-119,2022-01-01,10:30:36,119,Benjamin Hernandez,10/19/1993,(901) 234-5678,male,251benjnjaminepdez@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4440,NONE DISCOUNT,0,80,PEPCID TABLET 400 MG 60 PCS,"Pepcid tablet, with a strength of 400 mg, comes in a pack of 60 pieces for effective relief from heartburn and indigestion.",5,Antacid,Relieves acidity and indigestion discomfort,Antagonist,"Vicious, calculating, and relentless villain.",3,LifePharma Solutions,5690,MedWorks, 777-888-0678,oficial@medworks.com,22.44,25.36,3,76.08
20220101-103128-36,2022-01-01,10:31:28,36,Amelia Martinez,01/13/1997,(678) 901-2345,female,,seller,14,EliteHealth ,359,chicago,il,60628,454.0,wst 111th str,93,784490-0876,elitehealth @gmail.com,2021-03-18,50.44,cash,0,,13,NONE DISCOUNT,4386,NONE DISCOUNT,0,1074,OPTISON SOLUTION 240 ML,"Optison solution is a 240 ml medical product used in ultrasound imaging and diagnostics, providing enhanced visualization of the heart and blood vessels.",59,Contrast agent,Dye injected into the body for clearer medical imaging,Agent,Dye injected into the body for clearer medical imaging,24,MedicoGenix Corporation,5680,TrustedMeds, 123-456-7890,oficial@trustedmeds.com,45.49,55.04,3,165.12
20220101-103129-117,2022-01-01,10:31:29,117,Noah Anderson,09/23/1992,(789) 012-3456,female,251hnderson@gmail.com,seller,38,CureFast ,1072,norfolk,virginia,23510,251.0,west bute street,92,(012) 345-6789,curefast @gmail.com,2016-06-20,47.09,cash,0,,13,NONE DISCOUNT,4306,NONE DISCOUNT,0,649,TRIAZOLAM TABLET 15 MG 30 PCS,Triazolam 15mg tablet in a pack of 30 pcs - a potent sedative-hypnotic medication that aids in managing insomnia and inducing sleep.,35,Sedative,"Reliable and calming sedative for a peaceful, restful experience.",Benzodiazepine,"An addictive sedative used to treat anxiety, insomnia, and seizures.",33,AlphaGen Laboratories,5690,MedWorks, 777-888-0678,oficial@medworks.com,61.7,69.1,3,207.3
20220101-103230-68,2022-01-01,10:32:30,68,Harper Taylor,08/13/1997,(890) 123-4567,male,15531harperharperepokftaylor@gmail.com,seller,23,UrbanCure ,631,la puente,ca,91744,15531,briarbank st,48,(567) 880-1234,urbancure @gmail.com,2021-02-22,50.38,cash,0,,13,NONE DISCOUNT,4304,NONE DISCOUNT,0,43,EFFEXOR TABLET 100 MG 60 PCS,"Effexor tablet is a 100 mg medication available in a pack of 60, commonly used to treat depression and anxiety disorders.",3,Antidepressant,Mood-lifting medication that reduces symptoms of depression.,Inhibitor,"Blocks or prevents the action or function of a biological enzyme, protein, or molecule.",47,Bristol Myers Squibb,5690,MedWorks, 777-888-0678,oficial@medworks.com,7.68,8.99,1,8.99
20220101-103414-91,2022-01-01,10:34:14,91,Ethan Davis,05/10/1993,(123) 456-7890,male,1505e@gmail.com,seller,31,MetroMed ,868,hampton,virginia,23666,1505.0,wildwood drv,68,(345) 688-9012,metromed @gmail.com,2015-12-23,57.4,cash,0,,13,NONE DISCOUNT,4338,NONE DISCOUNT,0,300,CANNABIS CREAM 100 G,"Cannabis cream, 100g size, offers therapeutic benefits in a topical application. Soothes discomfort, moisturizes, and provides a relaxing experience.",16,Antinauseant,Relieves nausea and prevents vomiting.,Cannabinoids,Compounds found in cannabis plants with various therapeutic properties,2,Vitality Labs,5684,MediSupply, 777-333-1111,,29.04,35.72,3,107.16
20220101-103546-109,2022-01-01,10:35:46,109,Noah Hernandez,03/14/1992,(901) 234-5678,male,dz@gmail.com,administrator,35,MedChoice ,963,york-county,virginia,23693,102.0,myers r,83,(789) 012-3456,medchoice @gmail.com,2015-08-06,29.34,cash,0,,13,NONE DISCOUNT,4339,NONE DISCOUNT,0,633,DUCODYL TABLET 40 MG 60 PCS,"Ducodyl 40 mg tablet, 60 pcs, is a type of laxative that helps relieve constipation and promotes bowel movement.",34,Laxative,Relieves constipation and promotes bowel movement.,Laxative,Promotes bowel movement and relieves constipation.,46,AbbVie,5687,PharmaPlus, 278-599-3333,info@pharmaplus.com,15.76,19.86,3,59.58
20220101-103839-8,2022-01-01,10:38:39,8,Ava Taylor,09/18/1997,(890) 123-4567,female,16625avaavaepokftaylor@gmail.com,seller,3,QuickRelief ,106,fort myers,fl,33908,16625,lake cir dr,34,"594830-8900, 857380-9875",quickrelief @gmail.com,2017-05-17,40.91,cash,0,,13,NONE DISCOUNT,4464,NONE DISCOUNT,0,283,SPIRONOLACTON TABLET 200 MG 60 PCS,Spironolactone tablet is a 200mg medication available in a pack of 60pcs.,15,Antihypertensive,Lower blood pressure and reduce the risk of cardiovascular diseases.,Antagonist,Vicious and manipulative antagonist with a thirst for power.,33,AlphaGen Laboratories,5686,MedPro, 905-568-3333,general@medpro.com,14.96,18.55,3,55.65
20220101-103839-8,2022-01-01,10:38:39,8,Ava Taylor,09/18/1997,(890) 123-4567,female,16625avaavaepokftaylor@gmail.com,seller,3,QuickRelief ,106,fort myers,fl,33908,16625,lake cir dr,34,"594830-8900, 857380-9875",quickrelief @gmail.com,2017-05-17,40.91,cash,0,,13,NONE DISCOUNT,4464,NONE DISCOUNT,0,992,ADALIMUMAB INJECTION 200 MG 30 PCS,"Adalimumab injection, 200 mg, 30 pcs - a medication used to treat various autoimmune diseases, providing relief from symptoms.",54,Antirheumatic drug,Effective medication for treating rheumatic diseases.,Immunosuppressants,Suppresses the immune system to prevent rejection of transplanted organs.,27,CureTech Laboratories,5682,PharmaDirect, 693059-8976,sales_department@pharmadirect.com,23.85,27.43,3,82.29
20220101-104036-60,2022-01-01,10:40:36,60,Olivia Brown,05/05/1991,(012) 345-6789,female,505olivia8@gmail.com,seller,21,WellLife ,501,southold,n.y,11971,505,longview la,50,"(345) 678-9012, (567) 850-1234",welllife @gmail.com,2017-01-28,53.39,cash,0,,13,NONE DISCOUNT,4405,NONE DISCOUNT,0,384,VORAPAXAR TABLET 10 MG 50 PCS,Vorapaxar tablet 10 mg 50 pcs is a medication used for the prevention of blood clotting in certain patients.,21,Antiplatelet agent,Medication that prevents blood clotting and reduces the risk of heart attack and stroke.,Antagonist,Prevents blood clotting,7,WellCare Innovations,5678,PharmaMart, 555-123-4567,oficial@pharmamart.com,20.13,22.95,3,68.85
20220101-104115-7,2022-01-01,10:41:15,7,Noah Anderson,02/07/1990,(789) 012-3456,male,1735noahnoa@gmail.com,administrator,2,WellCare ,59,ocala,fl,34473,1735.0,sw 155th plac rd,76,574920-9333,wellcare @gmail.com,2015-03-11,45.51,card,0,,13,NONE DISCOUNT,4427,NONE DISCOUNT,0,103,SULINDAC TABLET 400 MG 20 PCS,"Sulindac tablet 400mg - a pack of 20 tablets that effectively relieves pain and inflammation, providing quick and lasting relief.",6,Anti-inflammatory,"Reduces swelling and inflammation, providing relief from pain and discomfort.",Nsaid,"NSAID: Non-steroidal anti-inflammatory drugs alleviate pain, reduce inflammation, and lower fevers.",16,NeoGen PharmaTech,5690,MedWorks, 777-888-0678,oficial@medworks.com,48.99,63.2,1,63.2
20220101-104115-7,2022-01-01,10:41:15,7,Noah Anderson,02/07/1990,(789) 012-3456,male,1735noahnoa@gmail.com,administrator,2,WellCare ,59,ocala,fl,34473,1735.0,sw 155th plac rd,76,574920-9333,wellcare @gmail.com,2015-03-11,45.51,card,0,,13,NONE DISCOUNT,4427,NONE DISCOUNT,0,1099,VITAMIN W (INOSINE) TABLET 400 MG 40 PCS,"Vitamin W (Inosine) tablet 400 mg 40 pcs: Boost energy levels, support oxygen delivery to cells, and enhance overall athletic performance.",60,Vitamin,Essential nutrient for overall health and well-being.,Vitamins,Essential nutrients for overall health and wellbeing.,40,Roche,5679,MedSource, 126-987-6543,help@medsource.com,18.51,23.51,3,70.53
20220101-104337-52,2022-01-01,10:43:37,52,Sophia Johnson,08/24/1991,(234) 567-8901,female,sophia6son@gmail.com,seller,19,CityPillars ,466,new york city,n.y,11360,,26th avenue,95,947683-9573,citypillars @gmail.com,2021-09-22,57.09,cash,1,INTERNET,3,VITAMINS AND SUPPLEMENTS,4212,"""VITABOOST DEALS""",2,936,NAPROXEN TABLET 325 MG 30 PCS,"Naproxen tablet 325 mg, 30 pcs, helps to relieve pain and reduce inflammation due to various conditions, such as arthritis and menstrual cramps.",51,Central nervous system drug,"Powerful drug affecting the central nervous system, altering brain function and neurotransmitter activity.",Ssri,SSRI: Medication used to treat depression and anxiety by increasing the levels of certain chemicals in the brain.,7,WellCare Innovations,5679,MedSource, 126-987-6543,help@medsource.com,28.35,36.86,1,36.86
20220101-104347-35,2022-01-01,10:43:47,35,David Thompson,06/30/1990,(567) 890-1234,male,ddavid89n@gmail.com,seller,13,MedicoAid ,265,south elgin,il,60177,1456,marleigh ln,70,45588-9773,medicoaid @gmail.com,2014-10-29,38.7,card,0,,13,NONE DISCOUNT,4445,NONE DISCOUNT,0,851,DANTROLENE CAPSULE 20 MG 60 PCS,"Dantrolene capsule, 20 mg strength, 60 pieces in a pack. Used to treat muscle spasms, providing relief and promoting relaxation.",47,Antispastic agent,"Muscle relaxant that reduces spasms, stiffness, and pain caused by spasticity.",Relaxant,Relaxant: Find serenity with this calming product.,14,TrueVita Pharmaceuticals,5681,HealthPro, 987-654-3210,oficial@healthpro.com,17.27,20.03,1,20.03
